     ID            x            y            V           eV           BV          eBV           VI          eVI           UB          eUB  
  18718    1381.9870    3197.4180      20.7070       0.0322       1.7070       0.1052          nan          nan          nan          nan  
  18719    2840.7870    3677.1750      20.7359       0.0421       1.6069       0.1380          nan          nan          nan          nan  
  18720    2252.0840    2547.1350      20.6871       0.0427       1.7497       0.1338          nan          nan          nan          nan  
  18721    1780.8870    2712.4870      20.7011       0.0381       1.8217       0.1424          nan          nan          nan          nan  
  18722     117.7740     989.0150      20.9187       0.0512       1.1470       0.1200          nan          nan          nan          nan  
  18723     458.2370    2479.8550      20.7362       0.0293       1.6753       0.1114          nan          nan          nan          nan  
  18724     765.2220    1743.3620      20.7911       0.0447       1.4300       0.1802          nan          nan          nan          nan  
  18725    3803.2680    2797.7810      20.7529       0.0409       1.5203       0.1208          nan          nan          nan          nan  
  18726    2228.9520    3085.4690      20.6703       0.0350       1.8766       0.1193          nan          nan          nan          nan  
  18727    3301.9940    3447.7920      20.7166       0.0295       1.8143       0.1202          nan          nan          nan          nan  
  18728    2697.4910    2960.7880      20.7644       0.0670       1.4837       0.1940          nan          nan          nan          nan  
  18729     644.2720    3506.9820      20.7453       0.0271       1.6448       0.1047          nan          nan          nan          nan  
  18730     896.2930    3509.2530      20.7740       0.0342       1.4752       0.1108          nan          nan          nan          nan  
  18731     672.9720    1065.8570      20.7982       0.0460       1.3861       0.1141          nan          nan          nan          nan  
  18732     349.1820    1040.2710      20.7567       0.0373       1.5667       0.1333          nan          nan          nan          nan  
  18733    1208.3240    3774.7560      20.7281       0.0293       1.6472       0.0972          nan          nan          nan          nan  
  18734     390.9230    1087.2550      20.8076       0.0459       1.3654       0.1240          nan          nan          nan          nan  
  18735    2151.9320    1860.9750      20.7181       0.0284       1.7631       0.1074          nan          nan          nan          nan  
  18736     894.6780    3722.3180      20.9131       0.0294       0.9664       0.0994          nan          nan          nan          nan  
  18737     649.1670    1030.3920      20.8101       0.0374       1.3581       0.1086          nan          nan          nan          nan  
  18738    2456.4740    2177.6630      20.7413       0.0390       1.6448       0.1427          nan          nan          nan          nan  
  18739     945.9370     429.8950      20.7121       0.0400       1.6191       0.1114          nan          nan          nan          nan  
  18740    2348.9480    2176.2040      20.7433       0.0363       1.6155       0.1260          nan          nan          nan          nan  
  18741    1805.7000    2925.3610      20.6760       0.0329       1.8229       0.1068          nan          nan          nan          nan  
  18742    3749.2580    2217.7510      20.7544       0.0332       1.5716       0.1149          nan          nan          nan          nan  
  18743    1619.1890    1351.5010      20.7436       0.0404       1.7424       0.1835          nan          nan          nan          nan  
  18744    2940.6570    2758.5530      20.7261       0.0331       1.7631       0.1319          nan          nan          nan          nan  
  18745    3040.2180    2390.7140      20.7300       0.0323       1.7655       0.1333          nan          nan          nan          nan  
  18746     635.0230     898.0920      20.8265       0.0381       1.3093       0.1159          nan          nan          nan          nan  
  18747    3607.4410    2934.1500      20.7115       0.0316       1.9180       0.1398          nan          nan          nan          nan  
  18748    2419.1730    3144.4340      20.7268       0.0324       1.7253       0.1213          nan          nan          nan          nan  
  18749     503.4500    1024.3840      20.7976       0.0372       1.4093       0.1354          nan          nan          nan          nan  
  18750    2924.8690     434.7840      20.9377       0.0459       1.0445       0.1243          nan          nan          nan          nan  
  18751    3915.7200    3438.5260      20.8826       0.0397       1.0897       0.1338          nan          nan          nan          nan  
  18752    1475.8810    1137.4210      20.8974       0.0475       1.1214       0.1360          nan          nan          nan          nan  
  18753    1749.7610    3900.8550      20.7213       0.0340       1.7033       0.1172          nan          nan          nan          nan  
  18754    3938.8250    3281.2980      20.7437       0.0424       1.8278       0.2225          nan          nan          nan          nan  
  18755    3408.5320    3927.6170      20.7819       0.0420       1.4483       0.1244          nan          nan          nan          nan  
  18756    2775.5010    3470.6340      20.7260       0.0301       1.9681       0.1331       2.5867       0.2566          nan          nan  
  18757    2130.2350    2706.5210      20.7303       0.0389       1.6887       0.1377          nan          nan          nan          nan  
  18758    2778.3230     464.0530      20.7498       0.0372       1.5935       0.1263          nan          nan          nan          nan  
  18759    2322.0870    3920.6350      20.7952       0.0312       1.4288       0.1137          nan          nan          nan          nan  
  18760     574.7440    1825.6700      20.7701       0.0408       1.5032       0.1303          nan          nan          nan          nan  
  18761    2482.8490    3702.0410      20.6531       0.0440       1.8656       0.1354          nan          nan          nan          nan  
  18762    1056.0640     367.9550      20.7576       0.0347       1.5972       0.1288          nan          nan          nan          nan  
  18763    1608.5490    2918.5810      20.7729       0.0319       1.5203       0.1133          nan          nan          nan          nan  
  18764    3393.3030    2737.4150      20.6587       0.0440       1.8278       0.1318          nan          nan          nan          nan  
  18765    2440.6910    3755.4040      20.8419       0.0490       1.2885       0.1366          nan          nan          nan          nan  
  18766    2497.6040    2215.5680      20.6300       0.0417       1.8961       0.1225          nan          nan          nan          nan  
  18767    2185.8000    1890.9750      20.7492       0.0342       1.8497       0.1942          nan          nan          nan          nan  
  18768    3720.6150    2950.5370      20.7682       0.0374       1.5167       0.1200          nan          nan          nan          nan  
  18769     280.6400    1605.2280      20.7910       0.0385       1.4325       0.1161          nan          nan          nan          nan  
  18770    2144.4340    2050.5710      20.7246       0.0470       1.6557       0.1476          nan          nan          nan          nan  
  18771    3849.1520    2833.4970      20.7660       0.0436       1.4898       0.1203          nan          nan          nan          nan  
  18772    1607.6370    2558.0850      20.7629       0.0368       1.7960       0.2352          nan          nan          nan          nan  
  18773    3533.5340    2421.6870      20.7012       0.0338       1.7619       0.1107          nan          nan          nan          nan  
  18774     295.4680    1322.5590      20.7425       0.0350       1.7875       0.1598          nan          nan          nan          nan  
  18775    2472.6840    2283.6960      20.7340       0.0396       1.6350       0.1261          nan          nan          nan          nan  
  18776    2420.5010    2231.5520      20.7247       0.0420       1.6679       0.1342          nan          nan          nan          nan  
  18777     567.7330     782.1010      20.8144       0.0435       1.3678       0.1136          nan          nan          nan          nan  
  18778    2115.0120    2591.3970      20.7499       0.0392       1.5350       0.1081          nan          nan          nan          nan  
  18779    1484.2010    1972.7390      20.7123       0.0342       1.7033       0.1076          nan          nan          nan          nan  
  18780     684.9110    2881.4990      20.8184       0.0377       1.3385       0.1656          nan          nan          nan          nan  
  18781     720.6680    1819.2200      20.7212       0.0372       1.7338       0.1296          nan          nan          nan          nan  
  18782    2730.1880    2705.7260      20.7500       0.0321       1.7070       0.1343          nan          nan          nan          nan  
  18783     841.6330    2223.8000      20.7358       0.0376       1.6228       0.1170          nan          nan          nan          nan  
  18784    1531.8470    3121.1670      20.7357       0.0396       1.6252       0.1235          nan          nan          nan          nan  
  18785    2452.2150    3066.8840      20.7375       0.0377       1.5984       0.1119          nan          nan          nan          nan  
  18786    2423.8460    2659.3390      20.7717       0.0345       1.5374       0.1202          nan          nan          nan          nan  
  18787     405.4180    1444.9130      20.7739       0.0401       1.5777       0.1648          nan          nan          nan          nan  
  18788    2748.1470    2953.3910      20.7417       0.0349       1.6972       0.1316          nan          nan          nan          nan  
  18789    2337.1220    1746.5990      20.7944       0.0459       1.4557       0.1682          nan          nan          nan          nan  
  18790    2320.0640     408.8150      20.7172       0.0413       1.6753       0.1260          nan          nan          nan          nan  
  18791    2992.5610    1823.8430      20.7539       0.0329       1.7228       0.1463          nan          nan          nan          nan  
  18792    1120.5890    1414.7270      20.7211       0.0454       1.7777       0.1673          nan          nan          nan          nan  
  18793    1753.9500    2482.6030      20.7227       0.0401       1.7546       0.1441          nan          nan          nan          nan  
  18794     239.9520    4065.3850      20.9169       0.0417       1.1287       0.1102          nan          nan          nan          nan  
  18795     891.2740     197.0920      20.7987       0.0360       1.4215       0.1072          nan          nan          nan          nan  
  18796    2561.0000    2367.7780      20.7082       0.0531       1.6167       0.1362          nan          nan          nan          nan  
  18797    2490.0110    3655.1760      20.6276       0.0471       2.2060       0.1759          nan          nan          nan          nan  
  18798    3667.6720    3225.0960      20.7688       0.0430       1.4776       0.1082          nan          nan          nan          nan  
  18799    2668.3820    2431.2030      20.7764       0.0301       1.5569       0.1160          nan          nan          nan          nan  
  18800     957.1750    2496.1420      20.7332       0.0398       1.6753       0.1327          nan          nan          nan          nan  
  18801    2993.2340     409.5580      20.7176       0.0395       1.8436       0.1543          nan          nan          nan          nan  
  18802    1829.4220    3550.6760      20.8071       0.0368       1.4300       0.1754          nan          nan          nan          nan  
  18803    3455.6130    3256.3250      20.7399       0.0297       1.6655       0.1016          nan          nan          nan          nan  
  18804     728.6560    1575.8800      20.7437       0.0413       1.5520       0.1102          nan          nan          nan          nan  
  18805    2714.3810    4100.1900      20.8325       0.0363       1.3093       0.1297          nan          nan          nan          nan  
  18806     970.2300    3691.5640      20.7934       0.0392       1.4544       0.1263          nan          nan          nan          nan  
  18807    3221.8030    3672.7210      20.7696       0.0459       1.5106       0.1341          nan          nan          nan          nan  
  18808    3169.3160    2310.9690      20.7529       0.0336       1.9400       0.2142          nan          nan          nan          nan  
  18809     686.1090      37.1120      20.7408       0.0480       1.5655       0.1299          nan          nan          nan          nan  
  18810     200.7900     542.3280      20.7821       0.0359       1.5032       0.1207          nan          nan          nan          nan  
  18811    1776.5380     924.2310      20.6957       0.0461       2.0010       0.1892          nan          nan          nan          nan  
  18812    2293.0500     796.3850      20.6663       0.0487       2.1376       0.1973          nan          nan          nan          nan  
  18813     169.5830    2815.9210      20.7084       0.0407       1.8180       0.1446          nan          nan          nan          nan  
  18814      31.9580    2075.7120      20.8006       0.0437       1.4227       0.1283          nan          nan          nan          nan  
  18815    2330.8800    2683.9510      20.7601       0.0343       1.5606       0.1072          nan          nan          nan          nan  
  18816     278.1940    2008.7190      20.7907       0.0383       1.4801       0.1333          nan          nan          nan          nan  
  18817     712.3130    3594.4250      20.8240       0.0337       1.3446       0.1277          nan          nan          nan          nan  
  18818     715.5440     556.0990      20.7940       0.0437       1.4325       0.1161          nan          nan          nan          nan  
  18819     961.8290    3286.5880      20.8001       0.0281       1.4593       0.1099          nan          nan          nan          nan  
  18820    2073.2460    1623.7710      20.7907       0.0426       1.5081       0.1691          nan          nan          nan          nan  
  18821    3764.7310    3384.6500      20.7916       0.0295       1.4813       0.1041          nan          nan          nan          nan  
  18822    3100.7100    2243.1680      20.7241       0.0340       1.7790       0.1244          nan          nan          nan          nan  
  18823    1613.1760    1812.4060      20.7282       0.0335       1.8351       0.1360          nan          nan          nan          nan  
  18824    1096.3490     490.5640      20.7894       0.0431       1.4557       0.1224          nan          nan          nan          nan  
  18825      81.9380    3671.8890      20.6999       0.0653       1.9546       0.2578          nan          nan          nan          nan  
  18826    1810.6300    3872.5420      20.7817       0.0382       1.5093       0.1259          nan          nan          nan          nan  
  18827    1676.6240    3687.1480      20.8272       0.0351       1.3568       0.0939          nan          nan          nan          nan  
  18828    3062.6140    2230.6490      20.7448       0.0344       1.6374       0.1118          nan          nan          nan          nan  
  18829     649.8840    2771.6170      20.7552       0.0383       1.5594       0.1110          nan          nan          nan          nan  
  18830    3297.1160    3055.0950      20.7325       0.0371       1.9022       0.1685          nan          nan          nan          nan  
  18831     826.9540    3997.1710      20.8736       0.0360       1.2202       0.1061          nan          nan          nan          nan  
  18832     976.1790    2411.4140      20.7603       0.0326       1.7167       0.1423          nan          nan          nan          nan  
  18833    2813.1770    3754.9950      20.7169       0.0520       1.6509       0.1452          nan          nan          nan          nan  
  18834    1930.4310    1543.4090      20.7338       0.0510       1.5935       0.1379          nan          nan          nan          nan  
  18835    1864.9260    2429.5390      20.7607       0.0570       1.5093       0.1440          nan          nan          nan          nan  
  18836    1270.4100    3351.1720      20.7618       0.0323       1.7106       0.1407          nan          nan          nan          nan  
  18837    1646.0900    2137.7070      20.7654       0.0306       1.6143       0.1118          nan          nan          nan          nan  
  18838     116.7010    3107.8950      20.7074       0.0381       1.6862       0.1081          nan          nan          nan          nan  
  18839     381.8230    3659.4650      20.8444       0.0399       1.2519       0.1695          nan          nan          nan          nan  
  18840    1415.8810     684.4520      20.7287       0.0387       1.8558       0.1582          nan          nan          nan          nan  
  18841    1538.3540    3103.4310      20.7577       0.0423       1.6252       0.1455          nan          nan          nan          nan  
  18842     640.3200    1737.0430      20.7685       0.0326       1.5838       0.1122          nan          nan          nan          nan  
  18843    1615.1170      62.2140      20.7434       0.0353       1.6143       0.1058          nan          nan          nan          nan  
  18844    1253.0190     975.9160      20.7707       0.0505       1.5520       0.1617          nan          nan          nan          nan  
  18845    1121.1180     814.5230      20.7237       0.0396       1.7692       0.1386          nan          nan          nan          nan  
  18846    2122.6150    2350.9670      20.7314       0.0408       1.7021       0.1343          nan          nan          nan          nan  
  18847    2756.7340    1460.7740      20.7232       0.0347       1.8497       0.1351          nan          nan          nan          nan  
  18848     154.5400     786.1750      20.8405       0.0472       1.3373       0.1208          nan          nan          nan          nan  
  18849    1162.6970    3408.5260      20.7810       0.0304       1.5630       0.1127          nan          nan          nan          nan  
  18850     943.8820    1170.8920      20.7859       0.0377       1.5350       0.1363          nan          nan          nan          nan  
  18851     963.2950     619.1260      20.8239       0.0448       1.3751       0.1263          nan          nan       0.2934       0.3057  
  18852    3926.8840    2458.4700      20.8282       0.0367       1.3568       0.1375          nan          nan          nan          nan  
  18853     664.3140    1522.3420      20.7198       0.0530       1.6228       0.1391          nan          nan          nan          nan  
  18854    3358.0400    2803.1040      20.7687       0.0333       1.6106       0.1199          nan          nan          nan          nan  
  18855    2951.1500    1810.8610      20.6864       0.0352       2.1657       0.1540          nan          nan          nan          nan  
  18856    2546.4320    4096.6070      20.8085       0.0379       1.4239       0.1105          nan          nan          nan          nan  
  18857     320.0190     683.8460      20.8563       0.0428       1.3117       0.1039          nan          nan          nan          nan  
  18858     814.6360    2663.3680      20.7751       0.0398       1.5313       0.1205          nan          nan          nan          nan  
  18859     582.9750    1470.3010      20.8197       0.0371       1.3922       0.1044          nan          nan          nan          nan  
  18860    2500.7280    1738.3100      20.6780       0.0420       1.8522       0.1305          nan          nan          nan          nan  
  18861     590.9080    1631.9740      20.7660       0.0447       1.6496       0.1692          nan          nan          nan          nan  
  18862      25.4640    3480.6950      20.7880       0.0396       1.4898       0.1179          nan          nan          nan          nan  
  18863     617.8400     790.8440      20.8542       0.0455       1.3129       0.1174          nan          nan          nan          nan  
  18864    2321.0690    2139.9580      20.7092       0.0405       1.8204       0.1372          nan          nan          nan          nan  
  18865    2286.0730    3397.0590      20.8150       0.0380       1.4178       0.1208          nan          nan          nan          nan  
  18866    1379.1500    1815.6470      20.7985       0.0392       1.4679       0.1208          nan          nan          nan          nan  
  18867    2999.7160    4074.8160      20.8353       0.0480       1.3556       0.1342          nan          nan          nan          nan  
  18868    2108.6220    2140.0130      20.8004       0.0452       1.4544       0.1320          nan          nan          nan          nan  
  18869    1802.2420    2608.8180      20.7757       0.0473       1.5081       0.1290          nan          nan          nan          nan  
  18870    4036.9190    2771.6140      20.7674       0.0352       1.5862       0.1142          nan          nan          nan          nan  
  18871     318.7330     366.6050      20.7768       0.0510       1.5655       0.1717          nan          nan          nan          nan  
  18872     560.9050    3777.1750      20.8004       0.0393       1.4544       0.1141          nan          nan          nan          nan  
  18873    3871.9210    2105.7500          nan       0.0314          nan          nan       2.0548       0.4948          nan          nan  
  18874    1091.4690    3553.2330      20.7693       0.0369       1.6008       0.1258          nan          nan          nan          nan  
  18875    1850.4080    2914.9600      20.7552       0.0388       1.6753       0.1376          nan          nan          nan          nan  
  18876    1951.4810    2014.5940      20.7402       0.0363       1.7472       0.1309          nan          nan          nan          nan  
  18877    1095.4460      18.9880      20.7506       0.0350       1.6118       0.1048          nan          nan          nan          nan  
  18878    1123.1240     112.7980      20.7872       0.0470       1.5008       0.1403          nan          nan          nan          nan  
  18879    1773.0090    3483.5700      20.8261       0.0319       1.3873       0.1048          nan          nan          nan          nan  
  18880    1880.3150    1824.1970      20.7248       0.0339       1.7094       0.1048          nan          nan          nan          nan  
  18881    3787.3490    3398.2290      20.8363       0.0391       1.3544       0.1197          nan          nan          nan          nan  
  18882    3744.4150    2365.7380      20.7754       0.0322       1.6875       0.1418          nan          nan          nan          nan  
  18883    1650.8620    1210.2940      20.7370       0.0420       1.6496       0.1244          nan          nan          nan          nan  
  18884    2502.7420    2247.5630      20.7199       0.0410       1.7094       0.1233          nan          nan          nan          nan  
  18885    2236.9600    1058.5990      20.7444       0.0355       1.8753       0.1580          nan          nan          nan          nan  
  18886    2448.2300    1023.0880      20.7849       0.0382       1.7375       0.2186          nan          nan          nan          nan  
  18887    2640.8840    2390.8420      20.7921       0.0314       1.5606       0.1237          nan          nan          nan          nan  
  18888    2776.9010    2705.2760      20.7385       0.0379       1.8302       0.1512          nan          nan          nan          nan  
  18889     799.8240    1469.3080      20.7905       0.0384       1.5545       0.1420          nan          nan          nan          nan  
  18890     503.3050    4013.5840      20.8124       0.0430       1.4264       0.1183          nan          nan          nan          nan  
  18891    2839.5540    2967.0580      20.7597       0.0369       1.6826       0.1341          nan          nan          nan          nan  
  18892    1469.8540    3694.0440      20.8561       0.0285       1.2861       0.0972          nan          nan          nan          nan  
  18893    1013.4550    1286.5600      20.7998       0.0416       1.4642       0.1170          nan          nan          nan          nan  
  18894     433.0870    1552.0190      20.8198       0.0495       1.4056       0.1281          nan          nan          nan          nan  
  18895    3714.4820    2323.3240      20.7712       0.0306       1.6606       0.1169          nan          nan          nan          nan  
  18896     193.4150     897.6700      20.8463       0.0409       1.3410       0.1141          nan          nan          nan          nan  
  18897    1678.7300     326.3610      20.7700       0.0403       1.8522       0.2187          nan          nan          nan          nan  
  18898     313.5250    3442.2740      20.7911       0.0323       1.5899       0.1309          nan          nan          nan          nan  
  18899    3203.2600    3348.0520          nan          nan          nan          nan          nan          nan          nan          nan  
  18900     131.6680     564.2430      20.8024       0.0423       1.5276       0.1663          nan          nan          nan          nan  
  18901     825.2320    2832.2870          nan          nan          nan          nan          nan          nan          nan          nan  
  18902    1093.6600    3235.6830      20.7798       0.0400       1.6374       0.1562          nan          nan          nan          nan  
  18903    2012.1430    2097.4120      20.7338       0.0401       1.8265       0.1502          nan          nan          nan          nan  
  18904    3354.9840    2772.9940      20.7749       0.0420       1.5789       0.1342          nan          nan          nan          nan  
  18905    2376.4020    1797.7330      20.6732       0.0424       1.8351       0.1229          nan          nan          nan          nan  
  18906    1061.8110     206.0110      20.7637       0.0398       1.6240       0.1291          nan          nan          nan          nan  
  18907    2730.7180    3583.4200      20.8812       0.0409       1.2409       0.1207          nan          nan          nan          nan  
  18908    1859.0990    2872.0160      20.7215       0.0357       1.8021       0.1208          nan          nan          nan          nan  
  18909    2016.4970    3886.8900      20.8189       0.0361       1.4337       0.1172          nan          nan          nan          nan  
  18910    2941.7860    2772.6030      20.7039       0.0450       1.8253       0.1444          nan          nan          nan          nan  
  18911    1155.4730     572.0820      20.8322       0.0392       1.3861       0.1153          nan          nan          nan          nan  
  18912    3306.1800    2919.3290      20.8095       0.0485       1.4398       0.1275          nan          nan          nan          nan  
  18913    1736.7830    4107.1700      20.8466       0.0390       1.3215       0.1635          nan          nan          nan          nan  
  18914     158.4210    1102.4050      20.8474       0.0375       1.3678       0.1094          nan          nan      -1.7997       0.4979  
  18915     913.8750    3914.3940      20.8723       0.0360       0.8908       0.6832          nan          nan          nan          nan  
  18916    2065.8490    3276.4420      20.8509       0.0332       1.3312       0.1039          nan          nan          nan          nan  
  18917    2598.2290    1205.0830      20.7896       0.0422       1.5825       0.1552          nan          nan          nan          nan  
  18918     332.5320    2049.4640      20.8447       0.0387       1.3495       0.1309          nan          nan          nan          nan  
  18919     683.4530     429.3530      20.7884       0.0377       1.5862       0.1375          nan          nan          nan          nan  
  18920    2939.1660    1566.8870      20.7484       0.0425       2.0352       0.2263          nan          nan          nan          nan  
  18921    2975.6190    2106.6530      20.7947       0.0385       1.6826       0.1982          nan          nan          nan          nan  
  18922    2895.3780    2356.8230      20.7434       0.0374       1.8461       0.1493          nan          nan          nan          nan  
  18923     263.2700    1882.6050      20.8316       0.0432       1.3947       0.1232          nan          nan          nan          nan  
  18924    1513.1800    3969.6020      20.7386       0.0387       1.8143       0.1436          nan          nan          nan          nan  
  18925     117.1940    1115.1240      20.9088       0.0525       1.2312       0.1274          nan          nan          nan          nan  
  18926     595.8550    3486.3310      20.8122       0.0353       1.4874       0.1268          nan          nan          nan          nan  
  18927    1486.8600    3796.0980      20.8105       0.0273       1.5411       0.1199          nan          nan          nan          nan  
  18928    1209.2850    2418.7420      20.8020       0.0337       1.5045       0.1087          nan          nan          nan          nan  
  18929     641.0670    2202.3690      20.7570       0.0370       1.6496       0.1169          nan          nan          nan          nan  
  18930     904.2890    2519.2400      20.7800       0.0338       1.7216       0.1498          nan          nan          nan          nan  
  18931    1871.3650      36.6450      20.8100       0.0392       1.5191       0.1540          nan          nan          nan          nan  
  18932    2843.3360    1059.5220          nan       0.0550          nan          nan          nan          nan          nan          nan  
  18933    2434.6240    1818.2710      20.7335       0.0407       1.8302       0.1485          nan          nan          nan          nan  
  18934    1440.5940     605.5390      20.7350       0.0369       1.8961       0.1473          nan          nan          nan          nan  
  18935    1118.1910    2190.5170      20.7721       0.0362       1.6618       0.1308          nan          nan          nan          nan  
  18936    1314.1270    1844.0750      20.7432       0.0380       1.7619       0.1330          nan          nan          nan          nan  
  18937    2628.9300    3587.9680      20.7728       0.0330       1.6667       0.1209          nan          nan          nan          nan  
  18938     721.7960     351.8550      20.7996       0.0379       1.5679       0.1463          nan          nan          nan          nan  
  18939    4083.0660    2164.1900      20.7974       0.0427       1.5996       0.1753          nan          nan          nan          nan  
  18940    2234.7260     300.0470      20.7861       0.0468       1.5179       0.1288          nan          nan          nan          nan  
  18941    1743.7370    3015.6590      20.7995       0.0328       1.5264       0.1083          nan          nan          nan          nan  
  18942    1637.3000    2920.4680      20.7399       0.0405       1.6936       0.1237          nan          nan          nan          nan  
  18943     669.4610    2282.3480      20.7464       0.0351       1.7448       0.1209          nan          nan          nan          nan  
  18944    1391.3910    2678.4640      20.7144       0.0367       1.8180       0.1188          nan          nan          nan          nan  
  18945    2459.1650    1517.1310      20.7621       0.0394       1.6484       0.1261          nan          nan          nan          nan  
  18946    1763.3380    3318.5840      20.7820       0.0359       1.6631       0.1390          nan          nan          nan          nan  
  18947     297.3040    2036.0300      20.8000       0.0350       1.5337       0.1164          nan          nan          nan          nan  
  18948    1376.7680     674.5040      20.6930       0.0396       1.9388       0.1337          nan          nan          nan          nan  
  18949    2750.0880    2785.8850      20.8136       0.0392       1.4666       0.1174          nan          nan          nan          nan  
  18950    2347.1850    2810.0370      20.8181       0.0394       1.5606       0.2054          nan          nan          nan          nan  
  18951    2477.3580    2760.4440      20.7807       0.0423       1.5228       0.1087          nan          nan          nan          nan  
  18952    1915.2490    3832.7700      20.8246       0.0450       1.4374       0.1342          nan          nan          nan          nan  
  18953    2144.0680    1779.9900      20.7912       0.0368       1.7338       0.1791          nan          nan          nan          nan  
  18954    2188.4290      60.2410      20.8483       0.0487       1.3690       0.1283          nan          nan          nan          nan  
  18955    2333.2210    2703.4330      20.7799       0.0355       1.6509       0.1275          nan          nan          nan          nan  
  18956     992.2500    3466.5950      20.8418       0.0354       1.3910       0.1113          nan          nan          nan          nan  
  18957    2941.8860    2116.1710      20.7023       0.0560       1.9205       0.1903          nan          nan          nan          nan  
  18958     906.3580    2423.8710      20.7491       0.0309       1.7777       0.1105          nan          nan          nan          nan  
  18959    2628.3560    3143.7280      20.7686       0.0346       1.6411       0.1105          nan          nan          nan          nan  
  18960    1764.9180    1747.0310      20.8078       0.0277       1.6082       0.1241          nan          nan          nan          nan  
  18961     342.6700    1316.7090      20.8818       0.0387       1.2751       0.1141          nan          nan          nan          nan  
  18962     758.9820    3953.8520      20.7736       0.0415       2.0461       0.2690          nan          nan          nan          nan  
  18963     597.5650     467.6770      20.8163       0.0413       1.4715       0.1237          nan          nan          nan          nan  
  18964     760.4800    3700.1290      20.7535       0.0450       2.5110       0.4673          nan          nan          nan          nan  
  18965     902.0790    2601.2340      20.8014       0.0364       1.7741       0.2201          nan          nan          nan          nan  
  18966    2845.6900    3513.9060      20.7738       0.0304       1.6667       0.1049          nan          nan          nan          nan  
  18967    2854.2930    2128.0930      20.7905       0.0363       1.6704       0.1468          nan          nan          nan          nan  
  18968    2111.9120    1410.6710      20.7443       0.0396       1.7180       0.1240          nan          nan          nan          nan  
  18969    2482.3680     878.5910      20.7318       0.0405       1.7094       0.1174          nan          nan          nan          nan  
  18970     969.7920    2263.1460      20.7798       0.0391       1.6667       0.1404          nan          nan          nan          nan  
  18971    2727.1860    4006.9550      20.7954       0.0277       1.6875       0.1216          nan          nan          nan          nan  
  18972     454.6540    3407.7570      20.7858       0.0335       1.6228       0.1148          nan          nan          nan          nan  
  18973     623.3820    3989.2260      20.7818       0.0429       1.6667       0.1560          nan          nan          nan          nan  
  18974     295.4740    1005.2110      20.9297       0.0543       1.1897       0.1416          nan          nan          nan          nan  
  18975    3323.7140    3656.1650      20.8146       0.0347       1.5386       0.1314          nan          nan          nan          nan  
  18976    1136.4250     238.6950      20.7838       0.0328       1.7241       0.1352          nan          nan          nan          nan  
  18977    3541.1830    3312.9460      20.8215       0.0313       1.4532       0.0871          nan          nan          nan          nan  
  18978    3144.5770    3088.1370      20.8293       0.0337       1.4422       0.1014          nan          nan          nan          nan  
  18979    3952.0700    3553.1370      20.8506       0.0318       1.3800       0.1132          nan          nan          nan          nan  
  18980    1965.4070    3409.3930      20.7599       0.0343       1.8253       0.1358          nan          nan          nan          nan  
  18981    2336.5220    2170.2530      20.7726       0.0462       1.5679       0.1226          nan          nan          nan          nan  
  18982    1237.4530     859.1350      20.7689       0.0438       1.7668       0.1693          nan          nan          nan          nan  
  18983    2046.8410    3632.0050      20.8221       0.0398       1.5752       0.1950          nan          nan          nan          nan  
  18984    1309.8700    1921.0280      20.8113       0.0366       1.4862       0.1032          nan          nan          nan          nan  
  18985    1947.6590    3901.8810      20.8299       0.0350       1.5350       0.1806          nan          nan          nan          nan  
  18986      47.8520     321.8870      20.9227       0.0400       1.1751       0.1163          nan          nan          nan          nan  
  18987    2958.1130    1629.4670      20.7821       0.0351       1.6618       0.1246          nan          nan          nan          nan  
  18988    1197.5390     338.7670      20.8372       0.0454       1.4142       0.1227          nan          nan          nan          nan  
  18989    2706.5400    2575.5540      20.8361       0.0336       1.4447       0.1203          nan          nan          nan          nan  
  18990    1771.0620    4047.1350      20.8543       0.0366       1.3703       0.1667          nan          nan          nan          nan  
  18991    3765.5790    3366.2860      20.7643       0.0350       1.7180       0.1200          nan          nan          nan          nan  
  18992     736.6440     622.1380      20.8332       0.0375       1.4435       0.1177          nan          nan          nan          nan  
  18993    2697.5380    1603.9370      20.7660       0.0334       1.6643       0.1049          nan          nan          nan          nan  
  18994     905.6530     597.8760      20.8463       0.0445       1.3983       0.1297          nan          nan          nan          nan  
  18995    2339.2900    3837.4540      20.8056       0.0397       1.6838       0.1875          nan          nan          nan          nan  
  18996     888.1850    1845.1620      20.8026       0.0376       1.5398       0.1154          nan          nan          nan          nan  
  18997    1476.5740     203.9720          nan       0.0417          nan          nan       2.0008       0.3071          nan          nan  
  18998    1918.9120    2619.1510      20.7211       0.0540       1.6484       0.1299          nan          nan          nan          nan  
  18999     383.9770     547.8770      20.8426       0.0437       1.4081       0.1222          nan          nan          nan          nan  
  19000    1128.5940    2174.9500      20.7138       0.0420       2.0144       0.1586          nan          nan          nan          nan  
  19001    1684.5710    2219.6800      20.8192       0.0299       1.5020       0.0975          nan          nan          nan          nan  
  19002    1554.5980    3124.5810      20.7983       0.0369       1.5874       0.1243          nan          nan          nan          nan  
  19003    1871.5900    3002.7020      20.8318       0.0409       1.4496       0.1255          nan          nan          nan          nan  
  19004    1455.8080    2214.2620      20.8147       0.0306       1.5813       0.1240          nan          nan          nan          nan  
  19005    1434.9910    1139.5850      20.7500       0.0411       1.6789       0.1200          nan          nan          nan          nan  
