#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
18958      906.358 2423.87 20.753  0.034   1.765   0.081   INDEF   INDEF   INDEF   INDEF  
18959      2628.36 3143.73 20.772  0.038   1.630   0.079   INDEF   INDEF   INDEF   INDEF  
18960      1764.92 1747.03 20.811  0.030   1.597   0.095   INDEF   INDEF   INDEF   INDEF  
18961      342.670 1316.71 20.884  0.042   1.268   0.081   INDEF   INDEF   INDEF   INDEF  
18962      758.982 3953.85 20.778  0.047   2.030   0.222   INDEF   INDEF   INDEF   INDEF  
18963      597.565 467.677 20.819  0.045   1.462   0.088   INDEF   INDEF   INDEF   INDEF  
18964      760.480 3700.13 20.760  0.056   2.490   0.411   INDEF   INDEF   INDEF   INDEF  
18965      902.079 2601.23 20.805  0.041   1.761   0.179   INDEF   INDEF   INDEF   INDEF  
18966      2845.69 3513.91 20.777  0.033   1.655   0.076   INDEF   INDEF   INDEF   INDEF  
18967      2854.29 2128.09 20.794  0.040   1.659   0.110   INDEF   INDEF   INDEF   INDEF  
18968      2111.91 1410.67 20.748  0.043   1.706   0.089   INDEF   INDEF   INDEF   INDEF  
18969      2482.37 878.591 20.735  0.044   1.697   0.083   INDEF   INDEF   INDEF   INDEF  
18970      969.792 2263.15 20.783  0.043   1.655   0.103   INDEF   INDEF   INDEF   INDEF  
18971      2727.19 4006.96 20.799  0.030   1.676   0.093   INDEF   INDEF   INDEF   INDEF  
18972      454.654 3407.76 20.789  0.037   1.612   0.084   INDEF   INDEF   INDEF   INDEF  
18973      623.382 3989.23 20.785  0.047   1.655   0.115   INDEF   INDEF   INDEF   INDEF  
18974      295.474 1005.21 20.931  0.059   1.183   0.099   INDEF   INDEF   INDEF   INDEF  
18975      3323.71 3656.17 20.817  0.038   1.528   0.098   INDEF   INDEF   INDEF   INDEF  
18976      1136.43 238.695 20.787  0.036   1.712   0.102   INDEF   INDEF   INDEF   INDEF  
18977      3541.18 3312.95 20.824  0.034   1.444   0.061   INDEF   INDEF   INDEF   INDEF  
18978      3144.58 3088.14 20.832  0.037   1.433   0.072   INDEF   INDEF   INDEF   INDEF  
18979      3952.07 3553.14 20.853  0.035   1.371   0.083   INDEF   INDEF   INDEF   INDEF  
18980      1965.41 3409.39 20.764  0.038   1.812   0.102   INDEF   INDEF   INDEF   INDEF  
18981      2336.52 2170.25 20.775  0.050   1.557   0.086   INDEF   INDEF   INDEF   INDEF  
18982      1237.45 859.135 20.772  0.048   1.754   0.126   INDEF   INDEF   INDEF   INDEF  
18983      2046.84 3632.00 20.825  0.044   1.565   0.153   INDEF   INDEF   INDEF   INDEF  
18984      1309.87 1921.03 20.814  0.040   1.476   0.073   INDEF   INDEF   INDEF   INDEF  
18985      1947.66 3901.88 20.833  0.039   1.525   0.143   INDEF   INDEF   INDEF   INDEF  
18986      47.852  321.887 20.924  0.043   1.169   0.082   INDEF   INDEF   INDEF   INDEF  
18987      2958.11 1629.47 20.785  0.038   1.650   0.091   INDEF   INDEF   INDEF   INDEF  
18988      1197.54 338.767 20.840  0.049   1.405   0.086   INDEF   INDEF   INDEF   INDEF  
18989      2706.54 2575.55 20.839  0.037   1.435   0.088   INDEF   INDEF   INDEF   INDEF  
18990      1771.06 4047.14 20.856  0.040   1.362   0.128   INDEF   INDEF   INDEF   INDEF  
18991      3765.58 3366.29 20.768  0.038   1.706   0.087   INDEF   INDEF   INDEF   INDEF  
18992      736.644 622.138 20.836  0.041   1.434   0.084   INDEF   INDEF   INDEF   INDEF  
18993      2697.54 1603.94 20.769  0.036   1.653   0.075   INDEF   INDEF   INDEF   INDEF  
18994      905.653 597.876 20.849  0.048   1.390   0.092   INDEF   INDEF   INDEF   INDEF  
18995      2339.29 3837.45 20.809  0.044   1.672   0.146   INDEF   INDEF   INDEF   INDEF  
18996      888.185 1845.16 20.805  0.041   1.530   0.082   INDEF   INDEF   INDEF   INDEF  
18997      1476.57 203.972 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
18998      1918.91 2619.15 20.724  0.058   1.637   0.091   INDEF   INDEF   INDEF   INDEF  
18999      383.977 547.877 20.845  0.047   1.399   0.086   INDEF   INDEF   INDEF   INDEF  
19000      1128.59 2174.95 20.718  0.046   1.999   0.118   INDEF   INDEF   INDEF   INDEF  
19001      1684.57 2219.68 20.822  0.033   1.492   0.070   INDEF   INDEF   INDEF   INDEF  
19002      1554.60 3124.58 20.801  0.040   1.577   0.090   INDEF   INDEF   INDEF   INDEF  
19003      1871.59 3002.70 20.834  0.044   1.440   0.090   INDEF   INDEF   INDEF   INDEF  
19004      1455.81 2214.26 20.818  0.034   1.571   0.093   INDEF   INDEF   INDEF   INDEF  
19005      1434.99 1139.58 20.753  0.045   1.667   0.085   INDEF   INDEF   INDEF   INDEF  
19006      3258.54 3415.17 20.806  0.038   1.560   0.086   INDEF   INDEF   INDEF   INDEF  
19007      683.527 1362.82 20.811  0.050   1.591   0.133   INDEF   INDEF   INDEF   INDEF  
19008      3583.71 3518.57 20.875  0.034   1.317   0.066   INDEF   INDEF   INDEF   INDEF  
19009      2050.88 2900.34 20.811  0.034   1.565   0.082   INDEF   INDEF   INDEF   INDEF  
19010      782.360 2633.07 20.858  0.036   1.370   0.111   INDEF   INDEF   INDEF   INDEF  
19011      2105.34 1967.16 20.742  0.042   2.057   0.133   INDEF   INDEF   INDEF   INDEF  
19012      89.509  3437.45 20.814  0.048   1.540   0.109   INDEF   INDEF   INDEF   INDEF  
19013      1284.16 75.514  20.802  0.043   1.536   0.083   INDEF   INDEF   INDEF   INDEF  
19014      100.756 2697.99 20.796  0.042   1.656   0.109   INDEF   INDEF   INDEF   INDEF  
19015      2262.31 3340.31 20.781  0.031   1.770   0.087   INDEF   INDEF   INDEF   INDEF  
19016      582.157 1085.19 20.749  0.045   1.918   0.123   INDEF   INDEF   INDEF   INDEF  
19017      1505.71 2272.67 20.835  0.037   1.473   0.093   INDEF   INDEF   INDEF   INDEF  
19018      352.392 3161.01 20.845  0.040   1.410   0.079   INDEF   INDEF   INDEF   INDEF  
19019      1259.80 2168.21 20.779  0.040   1.667   0.083   INDEF   INDEF   2.234   0.303  
19020      82.559  3533.89 20.744  0.042   1.799   0.094   INDEF   INDEF   INDEF   INDEF  
19021      934.344 558.739 20.835  0.046   1.439   0.089   INDEF   INDEF   INDEF   INDEF  
19022      1617.22 3616.36 20.881  0.042   1.288   0.094   INDEF   INDEF   INDEF   INDEF  
19023      3498.24 2424.76 20.767  0.033   1.778   0.084   INDEF   INDEF   INDEF   INDEF  
19024      3340.98 3254.81 20.799  0.031   2.005   0.156   INDEF   INDEF   1.699   0.262  
19025      1795.18 3327.20 20.842  0.037   1.449   0.089   INDEF   INDEF   INDEF   INDEF  
19026      1341.14 2233.27 20.775  0.042   1.587   0.074   INDEF   INDEF   INDEF   INDEF  
19027      2142.28 305.578 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19028      2631.44 2439.94 20.837  0.040   1.454   0.088   INDEF   INDEF   INDEF   INDEF  
19029      2593.73 2109.53 20.814  0.047   1.536   0.102   INDEF   INDEF   INDEF   INDEF  
19030      2168.19 2608.46 20.819  0.050   1.515   0.108   INDEF   INDEF   INDEF   INDEF  
19031      891.717 1998.90 20.853  0.051   1.414   0.150   INDEF   INDEF   INDEF   INDEF  
19032      3034.96 3104.49 20.802  0.043   1.597   0.098   INDEF   INDEF   INDEF   INDEF  
19033      1293.11 490.171 20.939  0.053   1.166   0.095   INDEF   INDEF   INDEF   INDEF  
19034      226.580 834.934 20.810  0.039   1.595   0.098   INDEF   INDEF   INDEF   INDEF  
19035      3910.21 2258.59 20.758  0.037   1.875   0.100   INDEF   INDEF   INDEF   INDEF  
19036      3394.93 1813.89 20.810  0.042   1.542   0.087   INDEF   INDEF   INDEF   INDEF  
19037      2957.60 3081.16 20.791  0.039   1.612   0.083   INDEF   INDEF   INDEF   INDEF  
19038      564.132 879.292 20.902  0.040   1.258   0.075   INDEF   INDEF   INDEF   INDEF  
19039      1377.98 2886.34 20.777  0.050   1.574   0.086   INDEF   INDEF   INDEF   INDEF  
19040      1723.58 746.369 20.727  0.046   1.822   0.097   INDEF   INDEF   INDEF   INDEF  
19041      1732.66 1633.34 20.792  0.037   1.737   0.103   INDEF   INDEF   INDEF   INDEF  
19042      1023.08 164.173 20.844  0.048   1.422   0.094   INDEF   INDEF   INDEF   INDEF  
19043      179.311 246.966 20.802  0.059   1.527   0.106   INDEF   INDEF   INDEF   INDEF  
19044      14.326  1588.95 20.902  0.045   1.250   0.088   INDEF   INDEF   INDEF   INDEF  
19045      1894.27 3004.53 20.848  0.048   1.416   0.098   INDEF   INDEF   INDEF   INDEF  
19046      1520.54 2403.01 20.779  0.037   1.718   0.090   INDEF   INDEF   INDEF   INDEF  
19047      1831.97 2272.79 20.783  0.042   1.733   0.107   INDEF   INDEF   INDEF   INDEF  
19048      260.976 1536.74 20.876  0.046   1.316   0.112   INDEF   INDEF   INDEF   INDEF  
19049      2240.45 4097.38 20.845  0.051   1.435   0.109   INDEF   INDEF   INDEF   INDEF  
19050      5.256   1634.17 20.833  0.039   1.508   0.098   INDEF   INDEF   INDEF   INDEF  
19051      955.170 654.665 20.795  0.050   1.548   0.090   INDEF   INDEF   INDEF   INDEF  
19052      211.754 928.240 20.881  0.045   1.330   0.076   INDEF   INDEF   INDEF   INDEF  
19053      2339.63 2337.10 20.803  0.046   1.562   0.092   INDEF   INDEF   INDEF   INDEF  
19054      493.325 1620.40 20.780  0.044   1.635   0.089   INDEF   INDEF   INDEF   INDEF  
19055      116.502 1430.08 20.875  0.042   1.318   0.111   INDEF   INDEF   INDEF   INDEF  
19056      3708.99 3584.54 20.818  0.040   1.644   0.123   INDEF   INDEF   INDEF   INDEF  
19057      227.004 706.075 20.825  0.045   1.571   0.123   INDEF   INDEF   INDEF   INDEF  
19058      1930.19 2639.13 20.706  0.045   2.135   0.121   INDEF   INDEF   INDEF   INDEF  
19059      3104.43 2339.91 20.752  0.039   1.922   0.106   INDEF   INDEF   INDEF   INDEF  
19060      1465.04 2707.00 20.761  0.038   1.778   0.088   INDEF   INDEF   INDEF   INDEF  
19061      1031.16 1649.99 20.742  0.043   1.919   0.107   INDEF   INDEF   INDEF   INDEF  
19062      1899.96 228.062 20.751  0.050   1.813   0.113   INDEF   INDEF   INDEF   INDEF  
19063      2247.22 1775.98 20.752  0.037   2.033   0.114   INDEF   INDEF   INDEF   INDEF  
19064      2817.64 3501.54 20.755  0.089   1.606   0.142   INDEF   INDEF   INDEF   INDEF  
19065      3422.70 3509.10 20.831  0.036   1.677   0.153   INDEF   INDEF   INDEF   INDEF  
19066      1852.46 2076.17 20.771  0.042   1.685   0.087   INDEF   INDEF   INDEF   INDEF  
19067      47.978  1971.50 20.855  0.041   1.409   0.085   INDEF   INDEF   INDEF   INDEF  
19068      838.996 1234.84 20.802  0.042   1.638   0.101   INDEF   INDEF   INDEF   INDEF  
19069      1233.53 1549.99 20.761  0.048   1.832   0.121   0.054   0.461   INDEF   INDEF  
19070      4052.25 2934.84 20.802  0.035   1.680   0.092   INDEF   INDEF   INDEF   INDEF  
19071      1039.11 595.708 20.851  0.046   1.421   0.090   INDEF   INDEF   INDEF   INDEF  
19072      2497.57 3961.34 20.912  0.052   1.268   0.087   INDEF   INDEF   INDEF   INDEF  
19073      554.335 1368.99 20.723  0.052   1.893   0.114   INDEF   INDEF   INDEF   INDEF  
19074      3669.59 3402.43 20.835  0.040   1.507   0.098   INDEF   INDEF   INDEF   INDEF  
19075      3402.13 3325.19 20.742  0.035   2.033   0.098   INDEF   INDEF   INDEF   INDEF  
19076      335.146 1424.83 20.800  0.098   1.647   0.232   INDEF   INDEF   INDEF   INDEF  
19077      2477.80 1600.07 20.845  0.045   1.441   0.091   INDEF   INDEF   INDEF   INDEF  
19078      2231.58 2221.22 20.878  0.052   1.359   0.090   0.009   0.248   INDEF   INDEF  
19079      3182.83 3768.65 20.891  0.040   1.312   0.070   INDEF   INDEF   INDEF   INDEF  
19080      1158.55 2904.63 20.801  0.037   1.637   0.086   INDEF   INDEF   INDEF   INDEF  
19081      2305.71 3850.85 20.807  0.046   1.929   0.211   INDEF   INDEF   INDEF   INDEF  
19082      1706.22 3484.42 20.920  0.058   1.265   0.091   INDEF   INDEF   INDEF   INDEF  
19083      990.019 3406.45 20.851  0.040   1.427   0.082   INDEF   INDEF   INDEF   INDEF  
19084      1456.94 3947.10 20.799  0.039   1.806   0.126   INDEF   INDEF   INDEF   INDEF  
19085      2066.95 1800.92 20.814  0.035   1.831   0.144   INDEF   INDEF   INDEF   INDEF  
19086      3909.32 2908.55 20.849  0.035   1.548   0.147   INDEF   INDEF   INDEF   INDEF  
19087      2758.97 1621.55 20.759  0.040   1.789   0.091   INDEF   INDEF   INDEF   INDEF  
19088      3535.24 3681.25 20.779  0.039   1.993   0.135   INDEF   INDEF   INDEF   INDEF  
19089      3521.54 3102.71 20.763  0.055   1.642   0.098   INDEF   INDEF   INDEF   INDEF  
19090      1349.17 1326.55 20.719  0.049   1.888   0.103   INDEF   INDEF   INDEF   INDEF  
19091      2112.88 2761.49 20.791  0.041   2.140   0.205   INDEF   INDEF   INDEF   INDEF  
19092      2010.14 1169.22 20.702  0.050   1.962   0.108   INDEF   INDEF   INDEF   INDEF  
19093      1909.51 3081.06 20.805  0.039   1.689   0.105   INDEF   INDEF   INDEF   INDEF  
19094      2343.82 2187.43 20.744  0.043   1.861   0.099   INDEF   INDEF   INDEF   INDEF  
19095      2051.53 964.449 20.728  0.044   1.994   0.110   INDEF   INDEF   INDEF   INDEF  
19096      1761.38 614.527 20.682  0.046   1.913   0.087   INDEF   INDEF   INDEF   INDEF  
19097      694.900 954.838 20.822  0.040   1.612   0.108   INDEF   INDEF   INDEF   INDEF  
19098      1588.90 2399.30 20.857  0.038   1.427   0.087   INDEF   INDEF   INDEF   INDEF  
19099      276.374 1344.76 20.777  0.045   1.884   0.129   INDEF   INDEF   INDEF   INDEF  
19100      2315.14 2410.55 20.898  0.048   1.309   0.082   INDEF   INDEF   INDEF   INDEF  
19101      2261.41 3200.52 20.840  0.038   1.569   0.118   INDEF   INDEF   INDEF   INDEF  
19102      261.528 1693.86 20.823  0.040   1.711   0.138   INDEF   INDEF   INDEF   INDEF  
19103      812.025 3395.94 20.843  0.039   1.530   0.114   INDEF   INDEF   INDEF   INDEF  
19104      3479.31 2396.55 20.784  0.033   1.969   0.113   INDEF   INDEF   INDEF   INDEF  
19105      3521.51 2717.71 20.796  0.036   1.711   0.090   INDEF   INDEF   INDEF   INDEF  
19106      2619.35 2294.71 20.795  0.050   1.590   0.094   INDEF   INDEF   INDEF   INDEF  
19107      1979.98 2871.90 20.832  0.031   1.584   0.087   INDEF   INDEF   INDEF   INDEF  
19108      3413.30 3278.87 20.851  0.040   1.448   0.085   INDEF   INDEF   INDEF   INDEF  
19109      1187.09 1982.99 20.857  0.044   1.420   0.085   INDEF   INDEF   INDEF   INDEF  
19110      1736.12 3701.15 20.807  0.049   1.559   0.092   INDEF   INDEF   INDEF   INDEF  
19111      3841.10 3300.16 20.828  0.045   1.520   0.092   INDEF   INDEF   INDEF   INDEF  
19112      4036.72 1451.27 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19113      2546.77 3812.00 20.893  0.038   1.317   0.072   INDEF   INDEF   INDEF   INDEF  
19114      1821.24 3096.86 20.823  0.038   1.622   0.102   INDEF   INDEF   INDEF   INDEF  
19115      3512.31 3739.69 20.863  0.039   1.425   0.096   INDEF   INDEF   INDEF   INDEF  
19116      2767.84 3826.25 20.858  0.036   1.485   0.110   INDEF   INDEF   1.807   0.477  
19117      674.181 2642.07 20.800  0.036   1.665   0.083   INDEF   INDEF   INDEF   INDEF  
19118      1912.48 1984.56 20.788  0.034   1.719   0.078   INDEF   INDEF   INDEF   INDEF  
19119      2183.58 355.823 20.853  0.049   1.446   0.100   INDEF   INDEF   INDEF   INDEF  
19120      930.917 3092.44 20.853  0.038   1.457   0.086   INDEF   INDEF   INDEF   INDEF  
19121      3480.15 2209.06 20.832  0.049   1.733   0.199   INDEF   INDEF   INDEF   INDEF  
19122      1506.27 4022.32 20.813  0.045   1.544   0.083   INDEF   INDEF   INDEF   INDEF  
19123      3987.49 3823.02 20.854  0.036   1.483   0.100   INDEF   INDEF   INDEF   INDEF  
19124      576.746 881.009 20.836  0.045   1.475   0.081   INDEF   INDEF   INDEF   INDEF  
19125      1361.26 994.763 20.793  0.047   1.795   0.128   INDEF   INDEF   INDEF   INDEF  
19126      659.881 1785.76 20.885  0.045   1.347   0.086   INDEF   INDEF   INDEF   INDEF  
19127      2747.05 3887.08 20.846  0.037   1.519   0.097   INDEF   INDEF   INDEF   INDEF  
19128      1728.32 3514.50 20.852  0.071   1.437   0.127   INDEF   INDEF   INDEF   INDEF  
19129      392.350 1193.91 20.933  0.037   1.184   0.077   INDEF   INDEF   INDEF   INDEF  
19130      2826.84 2098.97 20.820  0.042   1.609   0.099   INDEF   INDEF   INDEF   INDEF  
19131      801.800 717.653 20.810  0.037   1.601   0.077   0.057   0.475   INDEF   INDEF  
19132      361.765 3842.04 20.873  0.049   1.388   0.099   INDEF   INDEF   INDEF   INDEF  
19133      614.180 1314.58 20.874  0.045   1.393   0.125   INDEF   INDEF   INDEF   INDEF  
19134      1684.54 1891.79 20.804  0.043   1.680   0.103   INDEF   INDEF   INDEF   INDEF  
19135      1372.82 2338.75 20.800  0.045   1.679   0.106   INDEF   INDEF   INDEF   INDEF  
19136      185.555 3465.94 20.852  0.038   1.517   0.109   INDEF   INDEF   INDEF   INDEF  
19137      1402.95 3774.31 20.803  0.036   1.813   0.109   INDEF   INDEF   INDEF   INDEF  
19138      2209.44 1409.16 20.797  0.049   1.758   0.129   INDEF   INDEF   INDEF   INDEF  
19139      2577.25 986.748 20.794  0.047   2.231   0.245   INDEF   INDEF   INDEF   INDEF  
19140      1540.80 513.483 20.853  0.044   1.485   0.108   INDEF   INDEF   INDEF   INDEF  
19141      1153.21 2580.73 20.824  0.037   1.703   0.116   INDEF   INDEF   INDEF   INDEF  
19142      1619.99 2396.85 20.802  0.042   1.622   0.086   INDEF   INDEF   INDEF   INDEF  
19143      3624.51 3125.44 20.863  0.039   1.423   0.079   INDEF   INDEF   INDEF   INDEF  
19144      1688.14 832.694 20.822  0.050   1.755   0.171   INDEF   INDEF   INDEF   INDEF  
19145      2639.57 991.411 20.785  0.046   1.633   0.086   INDEF   INDEF   INDEF   INDEF  
19146      552.386 1228.32 20.886  0.044   1.353   0.089   INDEF   INDEF   INDEF   INDEF  
19147      615.744 4074.27 20.851  0.039   1.493   0.092   INDEF   INDEF   INDEF   INDEF  
19148      3853.13 3500.54 20.796  0.046   1.649   0.094   INDEF   INDEF   INDEF   INDEF  
19149      2835.01 2583.40 20.706  0.062   1.819   0.110   INDEF   INDEF   INDEF   INDEF  
19150      1854.89 899.657 20.836  0.049   1.703   0.178   INDEF   INDEF   INDEF   INDEF  
19151      737.819 810.852 20.939  0.051   1.232   0.087   INDEF   INDEF   INDEF   INDEF  
19152      2803.24 3120.21 20.871  0.055   1.425   0.145   INDEF   INDEF   INDEF   INDEF  
19153      2697.63 2561.94 20.818  0.039   1.591   0.082   INDEF   INDEF   INDEF   INDEF  
19154      3238.76 2943.37 20.861  0.034   1.475   0.092   INDEF   INDEF   INDEF   INDEF  
19155      254.015 153.107 20.897  0.058   1.321   0.125   INDEF   INDEF   INDEF   INDEF  
19156      1121.01 1488.02 20.825  0.050   1.571   0.106   INDEF   INDEF   INDEF   INDEF  
19157      1065.74 504.386 20.923  0.033   1.232   0.071   INDEF   INDEF   INDEF   INDEF  
19158      3784.11 2856.32 20.782  0.039   2.244   0.171   INDEF   INDEF   INDEF   INDEF  
19159      681.181 3667.65 20.858  0.037   1.510   0.105   INDEF   INDEF   INDEF   INDEF  
19160      2532.61 1828.80 20.785  0.046   1.883   0.129   INDEF   INDEF   INDEF   INDEF  
19161      2550.44 3417.67 20.800  0.044   1.758   0.112   INDEF   INDEF   INDEF   INDEF  
19162      2227.37 3457.89 20.885  0.057   1.373   0.137   INDEF   INDEF   INDEF   INDEF  
19163      2703.01 2798.45 20.857  0.047   1.489   0.112   INDEF   INDEF   INDEF   INDEF  
19164      511.449 189.210 20.823  0.040   1.600   0.089   INDEF   INDEF   INDEF   INDEF  
19165      1041.80 2476.74 20.848  0.038   1.533   0.092   INDEF   INDEF   INDEF   INDEF  
19166      659.929 524.892 20.858  0.048   1.473   0.105   INDEF   INDEF   INDEF   INDEF  
19167      745.384 1555.27 20.838  0.038   1.563   0.089   INDEF   INDEF   INDEF   INDEF  
19168      200.782 964.142 20.888  0.044   1.365   0.085   INDEF   INDEF   INDEF   INDEF  
19169      1769.94 1578.13 20.760  0.040   2.018   0.110   INDEF   INDEF   INDEF   INDEF  
19170      3752.31 2220.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
19171      435.885 1912.61 20.900  0.047   1.316   0.113   INDEF   INDEF   INDEF   INDEF  
19172      658.166 3196.26 20.828  0.037   1.762   0.124   INDEF   INDEF   INDEF   INDEF  
19173      1087.90 3911.59 20.903  0.032   1.242   0.143   INDEF   INDEF   INDEF   INDEF  
19174      358.409 1048.78 20.874  0.041   1.431   0.099   INDEF   INDEF   INDEF   INDEF  
19175      1682.18 1728.85 20.861  0.049   1.525   0.146   INDEF   INDEF   INDEF   INDEF  
19176      2496.45 1288.73 20.836  0.044   1.666   0.132   INDEF   INDEF   INDEF   INDEF  
19177      424.323 2378.45 20.911  0.045   1.314   0.080   INDEF   INDEF   INDEF   INDEF  
19178      1459.22 1255.75 20.842  0.042   1.572   0.103   INDEF   INDEF   INDEF   INDEF  
19179      3011.65 2933.50 20.880  0.044   1.392   0.079   INDEF   INDEF   INDEF   INDEF  
19180      1105.83 368.679 20.822  0.038   1.796   0.124   INDEF   INDEF   INDEF   INDEF  
19181      3761.37 2783.36 20.818  0.035   1.836   0.119   INDEF   INDEF   INDEF   INDEF  
19182      1322.18 1905.23 20.739  0.045   1.712   0.074   INDEF   INDEF   INDEF   INDEF  
19183      1749.13 2739.84 20.823  0.041   1.672   0.104   INDEF   INDEF   INDEF   INDEF  
19184      2916.62 2763.87 20.822  0.036   1.610   0.078   INDEF   INDEF   INDEF   INDEF  
19185      3185.00 3429.59 20.889  0.049   1.371   0.082   INDEF   INDEF   INDEF   INDEF  
19186      93.394  1235.07 20.897  0.051   1.353   0.084   INDEF   INDEF   INDEF   INDEF  
19187      3238.22 3008.26 20.812  0.043   1.688   0.101   INDEF   INDEF   INDEF   INDEF  
19188      455.179 2049.66 20.909  0.048   1.323   0.084   INDEF   INDEF   INDEF   INDEF  
19189      2936.59 2460.44 20.851  0.039   1.481   0.073   INDEF   INDEF   INDEF   INDEF  
19190      1690.79 3104.90 20.840  0.033   1.806   0.143   INDEF   INDEF   INDEF   INDEF  
19191      2359.94 2510.72 20.806  0.044   1.698   0.102   INDEF   INDEF   INDEF   INDEF  
19192      3606.37 2140.53 20.800  0.037   1.898   0.114   INDEF   INDEF   INDEF   INDEF  
19193      1512.94 2787.61 20.838  0.048   1.571   0.107   INDEF   INDEF   INDEF   INDEF  
19194      1989.22 336.569 20.785  0.044   1.910   0.122   INDEF   INDEF   INDEF   INDEF  
19195      4092.01 2917.87 20.853  0.066   1.474   0.120   INDEF   INDEF   INDEF   INDEF  
19196      592.776 1060.87 20.838  0.051   1.534   0.099   INDEF   INDEF   INDEF   INDEF  
19197      890.219 3182.33 20.847  0.039   1.787   0.182   INDEF   INDEF   INDEF   INDEF  
19198      3683.79 2717.98 20.833  0.038   1.566   0.078   INDEF   INDEF   INDEF   INDEF  
19199      2029.57 3831.86 20.860  0.033   1.516   0.083   INDEF   INDEF   INDEF   INDEF  
19200      1096.08 1434.85 20.806  0.048   1.663   0.102   INDEF   INDEF   INDEF   INDEF  
19201      1269.44 4016.75 20.798  0.043   1.876   0.124   INDEF   INDEF   INDEF   INDEF  
19202      3523.40 2402.42 20.816  0.037   1.847   0.119   INDEF   INDEF   INDEF   INDEF  
19203      3901.86 3867.64 20.818  0.041   1.816   0.126   INDEF   INDEF   INDEF   INDEF  
19204      1465.03 556.610 20.789  0.044   1.905   0.123   INDEF   INDEF   INDEF   INDEF  
19205      199.025 1606.99 20.896  0.045   1.362   0.091   INDEF   INDEF   INDEF   INDEF  
19206      2402.80 505.893 20.715  0.070   1.895   0.134   INDEF   INDEF   INDEF   INDEF  
19207      1027.08 2426.25 20.815  0.039   1.788   0.112   INDEF   INDEF   INDEF   INDEF  
19208      1013.77 619.260 20.859  0.044   1.569   0.130   INDEF   INDEF   INDEF   INDEF  
19209      1553.67 2942.33 20.869  0.056   1.451   0.111   INDEF   INDEF   INDEF   INDEF  
19210      235.936 3480.47 20.856  0.041   1.530   0.097   INDEF   INDEF   INDEF   INDEF  
19211      646.975 2376.46 20.736  0.049   1.864   0.098   INDEF   INDEF   INDEF   INDEF  
19212      3606.77 3055.26 20.862  0.042   1.467   0.081   INDEF   INDEF   INDEF   INDEF  
19213      3602.91 2307.97 20.785  0.040   1.825   0.095   INDEF   INDEF   INDEF   INDEF  
19214      920.976 740.288 20.879  0.050   1.415   0.091   INDEF   INDEF   INDEF   INDEF  
19215      1511.30 2302.08 20.812  0.035   1.877   0.112   INDEF   INDEF   INDEF   INDEF  
19216      1250.54 3681.43 20.866  0.034   1.515   0.091   INDEF   INDEF   INDEF   INDEF  
19217      2599.63 2974.41 20.936  0.059   1.240   0.123   INDEF   INDEF   INDEF   INDEF  
19218      2770.63 3396.37 20.838  0.032   1.648   0.085   INDEF   INDEF   INDEF   INDEF  
19219      284.011 1311.25 20.868  0.039   1.445   0.071   INDEF   INDEF   INDEF   INDEF  
19220      3689.02 2950.27 20.747  0.046   1.840   0.092   INDEF   INDEF   INDEF   INDEF  
19221      155.900 1892.87 20.860  0.037   1.579   0.113   INDEF   INDEF   INDEF   INDEF  
19222      1383.74 2177.16 20.816  0.045   1.663   0.099   INDEF   INDEF   INDEF   INDEF  
19223      3639.50 2427.40 20.865  0.034   1.636   0.142   INDEF   INDEF   INDEF   INDEF  
19224      523.465 250.678 20.886  0.045   1.405   0.090   INDEF   INDEF   INDEF   INDEF  
19225      39.826  1512.61 20.871  0.048   1.532   0.153   INDEF   INDEF   INDEF   INDEF  
19226      867.562 2169.72 20.874  0.044   1.461   0.100   INDEF   INDEF   INDEF   INDEF  
19227      3777.06 3894.66 20.901  0.043   1.361   0.084   INDEF   INDEF   INDEF   INDEF  
19228      1441.46 2018.29 20.835  0.040   1.679   0.110   INDEF   INDEF   INDEF   INDEF  
19229      49.568  700.411 20.772  0.053   1.750   0.104   INDEF   INDEF   INDEF   INDEF  
19230      2459.35 3840.04 20.843  0.038   1.545   0.078   INDEF   INDEF   INDEF   INDEF  
19231      3082.19 3741.02 20.852  0.046   1.476   0.076   INDEF   INDEF   INDEF   INDEF  
19232      2113.02 3950.70 20.911  0.033   1.280   0.127   INDEF   INDEF   INDEF   INDEF  
19233      485.544 2430.74 20.877  0.038   1.501   0.121   INDEF   INDEF   INDEF   INDEF  
19234      2580.96 1607.29 20.794  0.041   1.820   0.101   INDEF   INDEF   INDEF   INDEF  
19235      612.376 1884.44 20.792  0.045   1.721   0.094   INDEF   INDEF   INDEF   INDEF  
19236      1494.32 3337.46 20.851  0.042   1.613   0.113   INDEF   INDEF   INDEF   INDEF  
19237      2233.42 2135.60 20.838  0.045   1.610   0.103   INDEF   INDEF   INDEF   INDEF  
19238      230.579 139.785 20.923  0.064   1.322   0.099   INDEF   INDEF   INDEF   INDEF  
